,index,number,link,title,img
54,"E68: Trudeau invokes emergency powers, Bitcoin vs. government, Tiger Global's new strategy and more",68.0,https://www.youtube.com/watch?v=b0hm1FzVako&list=UUESLZhusAkFfsNsApnjF_Cg&index=67,"E68: Trudeau invokes emergency powers, Bitcoin vs. government, Tiger Global's new strategy and more",https://i.ytimg.com/vi/b0hm1FzVako/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBK2vvNEkaQkvBf-NQIZWBxdtIncA
55,"E67: Revisiting Rogan, Canadian truckers' protest, fusion breakthrough, $MSFT's savvy move & more",67.0,https://www.youtube.com/watch?v=K7Ny9Eml104&list=UUESLZhusAkFfsNsApnjF_Cg&index=68,"E67: Revisiting Rogan, Canadian truckers' protest, fusion breakthrough, $MSFT's savvy move & more",https://i.ytimg.com/vi/K7Ny9Eml104/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3zks53iD20SLiXpdTVg3-_DI1Qg
56,"E66: $FB's big drop, Rogan/Spotify mess, Xi/Putin meetup & supply chain issues with Ryan Petersen",66.0,https://www.youtube.com/watch?v=uSUM1mvw17w&list=UUESLZhusAkFfsNsApnjF_Cg&index=69,"E66: $FB's big drop, Rogan/Spotify mess, Xi/Putin meetup & supply chain issues with Ryan Petersen",https://i.ytimg.com/vi/uSUM1mvw17w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCRXvgqreckikEQTsADGXvLIlaXxg
57,"E65: VC markup dynamics, Russia/US tensions over Ukraine, Altos Labs raises $3B, Stripe mafia & more",65.0,https://www.youtube.com/watch?v=gQc5krOQUYE&list=UUESLZhusAkFfsNsApnjF_Cg&index=70,"E65: VC markup dynamics, Russia/US tensions over Ukraine, Altos Labs raises $3B, Stripe mafia & more",https://i.ytimg.com/vi/gQc5krOQUYE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCT0U2B-xV3A2er1ndug-ZHF7390g
58,"E64: Antitrust standards & enforcement, tech repricing, lab leak obfuscation, E63 reactions & more",64.0,https://www.youtube.com/watch?v=s9n9db373e8&list=UUESLZhusAkFfsNsApnjF_Cg&index=71,"E64: Antitrust standards & enforcement, tech repricing, lab leak obfuscation, E63 reactions & more",https://i.ytimg.com/vi/s9n9db373e8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD1PpDUqJ1NlKSajlrfY3B_bJMS8w
59,"E63: Insurrection indictments, human rights in the US and abroad, groundbreaking MS study and more",63.0,https://www.youtube.com/watch?v=qbeHyN15HQE&list=UUESLZhusAkFfsNsApnjF_Cg&index=72,"E63: Insurrection indictments, human rights in the US and abroad, groundbreaking MS study and more",https://i.ytimg.com/vi/qbeHyN15HQE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCeXZlNr4x4EtdeEXNLQnaxYP4HAQ
60,"E62: Elizabeth Holmes verdict, fraud origins & takeaways, navigating ""The Great Markdown"" & more",62.0,https://www.youtube.com/watch?v=JL8uXZDz_o0&list=UUESLZhusAkFfsNsApnjF_Cg&index=73,"E62: Elizabeth Holmes verdict, fraud origins & takeaways, navigating ""The Great Markdown"" & more",https://i.ytimg.com/vi/JL8uXZDz_o0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDFwRKljMAvqmbBKnb_L1dHEcefGw
61,"E61: 2022 Predictions! Business, politics, science, tech, crypto, & more",61.0,https://www.youtube.com/watch?v=PGan75USbqw&list=UUESLZhusAkFfsNsApnjF_Cg&index=74,"E61: 2022 Predictions! Business, politics, science, tech, crypto, & more",https://i.ytimg.com/vi/PGan75USbqw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA2o-hPfUG5txYL6cwMfLLDRmmcTw
62,E60: The 2021 Bestie Awards PLUS Jack Dorsey starts the Web3 Wars,60.0,https://www.youtube.com/watch?v=6CTgN3xBles&list=UUESLZhusAkFfsNsApnjF_Cg&index=75,E60: The 2021 Bestie Awards PLUS Jack Dorsey starts the Web3 Wars,https://i.ytimg.com/vi/6CTgN3xBles/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLADVB9aWzVTXHC8Lfa7_H7hH0p0jQ
63,"E59: Twitter's content warning algo, equity audits, politicians trading stocks, Fed's next move",59.0,https://www.youtube.com/watch?v=NgEvzcyXyyE&list=UUESLZhusAkFfsNsApnjF_Cg&index=76,"E59: Twitter's content warning algo, equity audits, politicians trading stocks, Fed's next move",https://i.ytimg.com/vi/NgEvzcyXyyE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBtXG3VLxKAT9LdX4xLfo5uaQnJOA
64,"E58: November's CPI, preparing for a downturn, macro outlook, Better.com's botched layoffs & more",58.0,https://www.youtube.com/watch?v=llJsxamu8f4&list=UUESLZhusAkFfsNsApnjF_Cg&index=77,"E58: November's CPI, preparing for a downturn, macro outlook, Better.com's botched layoffs & more",https://i.ytimg.com/vi/llJsxamu8f4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDbIZMsuc-VS1zGmK1yZtCay-f3AA
65,"E57: Understanding Omicron, tech stocks plummet, VC's great resignation, Jack Dorsey's departure",57.0,https://www.youtube.com/watch?v=efp-2AHox1U&list=UUESLZhusAkFfsNsApnjF_Cg&index=78,"E57: Understanding Omicron, tech stocks plummet, VC's great resignation, Jack Dorsey's departure",https://i.ytimg.com/vi/efp-2AHox1U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCUGBEIgjGqXy_fs6zPr6HiNf3FDw
66,"E56: Constitution DAO, Rittenhouse trial coverage, private sector efficiency vs the government",56.0,https://www.youtube.com/watch?v=aHScxoGggt4&list=UUESLZhusAkFfsNsApnjF_Cg&index=79,"E56: Constitution DAO, Rittenhouse trial coverage, private sector efficiency vs the government",https://i.ytimg.com/vi/aHScxoGggt4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCT2vH0TO9WsrxE19_PbiSvYlzJnw
67,"E55: Valuing crypto projects, Rivian worth $100B+, inflation: causes and corrections and more",55.0,https://www.youtube.com/watch?v=AODfsBMGzGQ&list=UUESLZhusAkFfsNsApnjF_Cg&index=80,"E55: Valuing crypto projects, Rivian worth $100B+, inflation: causes and corrections and more",https://i.ytimg.com/vi/AODfsBMGzGQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDpRLWzB7GaLn9VR2VvoO3TQE_r7A
68,"E54: Spread trading big tech, capital allocation, Zillow's misfire, Progressives suffer losses",54.0,https://www.youtube.com/watch?v=ejW4f6liOS8&list=UUESLZhusAkFfsNsApnjF_Cg&index=81,"E54: Spread trading big tech, capital allocation, Zillow's misfire, Progressives suffer losses",https://i.ytimg.com/vi/ejW4f6liOS8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA2bxH34-LFqrRKHuQvWSURshlG6w
69,"E53: Wealth tax, inflation as a capital allocator, big tech earnings, paternity leave & more",53.0,https://www.youtube.com/watch?v=ctLbqX3R0kI&list=UUESLZhusAkFfsNsApnjF_Cg&index=82,"E53: Wealth tax, inflation as a capital allocator, big tech earnings, paternity leave & more",https://i.ytimg.com/vi/ctLbqX3R0kI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA5hmCLkFbEi1oa2rW6QehjqPFYdg
70,"E52: Trump's SPAC, peak venture liquidity, tech as an economic ladder, Dems overplaying their hand",52.0,https://www.youtube.com/watch?v=cGenTdTrYEo&list=UUESLZhusAkFfsNsApnjF_Cg&index=83,"E52: Trump's SPAC, peak venture liquidity, tech as an economic ladder, Dems overplaying their hand",https://i.ytimg.com/vi/cGenTdTrYEo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5gJGuMCpXxJGUwQab5SJm1QZLIg
71,"E51: Supply Chain Shortages, Inflation, DeSantis, Ted Sarandos Netflix Memo, Cancel Culture, Fan Q&A",51.0,https://www.youtube.com/watch?v=8b0rCYoD_2E&list=UUESLZhusAkFfsNsApnjF_Cg&index=84,"E51: Supply Chain Shortages, Inflation, DeSantis, Ted Sarandos Netflix Memo, Cancel Culture, Fan Q&A",https://i.ytimg.com/vi/8b0rCYoD_2E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBoS1O4F4zwq47tJ3Ur460ZA388cw
72,"E50: Crypto investing deep dive, Facebook's whistleblower fallout, Chappelle's new special & more",50.0,https://www.youtube.com/watch?v=lPBWhLr6Rro&list=UUESLZhusAkFfsNsApnjF_Cg&index=85,"E50: Crypto investing deep dive, Facebook's whistleblower fallout, Chappelle's new special & more",https://i.ytimg.com/vi/lPBWhLr6Rro/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHkvsL_3OI_cPqYSpyJX8mxSL0GA
73,"E49: Coinbase CEO reflects on controversial blog, state of the markets, 1000 unicorns & more",49.0,https://www.youtube.com/watch?v=wf6qfxJZpno&list=UUESLZhusAkFfsNsApnjF_Cg&index=86,"E49: Coinbase CEO reflects on controversial blog, state of the markets, 1000 unicorns & more",https://i.ytimg.com/vi/wf6qfxJZpno/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBoM0I_9BXyG4msQcTVSMZrPzLdmw
74,"E48: The role of decentralization, China/US break down & more with Bestie Guestie Balaji Srinivasan",48.0,https://www.youtube.com/watch?v=B2iNXMiGEms&list=UUESLZhusAkFfsNsApnjF_Cg&index=87,"E48: The role of decentralization, China/US break down & more with Bestie Guestie Balaji Srinivasan",https://i.ytimg.com/vi/B2iNXMiGEms/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCuCCTZnwMTAHONYsBYgzGiXZNEGw
75,"E47: Facebook's week from hell, Ellen Pao on sexism in Elizabeth Holmes coverage, Newsom wins & more",47.0,https://www.youtube.com/watch?v=R76THi_c90o&list=UUESLZhusAkFfsNsApnjF_Cg&index=88,"E47: Facebook's week from hell, Ellen Pao on sexism in Elizabeth Holmes coverage, Newsom wins & more",https://i.ytimg.com/vi/R76THi_c90o/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAc-9l4v9p-2iETtBrLpUPyNivjIA
76,"E46: False Ivermectin narratives, regulatory grift, wartime mentality in solving issues & more",46.0,https://www.youtube.com/watch?v=2RWuwOnX4Pg&list=UUESLZhusAkFfsNsApnjF_Cg&index=89,"E46: False Ivermectin narratives, regulatory grift, wartime mentality in solving issues & more",https://i.ytimg.com/vi/2RWuwOnX4Pg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCUbf8fNfJy-Mpf3ix-fLW-FGJTzw
77,"E45: Theranos & VC fraud risks, China bans video games, Texas SB8, Apple app store, CA fires, Rogan",45.0,https://www.youtube.com/watch?v=LNLcL5E95bs&list=UUESLZhusAkFfsNsApnjF_Cg&index=90,"E45: Theranos & VC fraud risks, China bans video games, Texas SB8, Apple app store, CA fires, Rogan",https://i.ytimg.com/vi/LNLcL5E95bs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAa_hP2YZBR5Jxp9EuFI0PuuyEhPg
78,"E44: USA's Afghanistan embarrassment, China's new algo laws, future of robots + Italy recap!",44.0,https://www.youtube.com/watch?v=-Cyu00cyw60&list=UUESLZhusAkFfsNsApnjF_Cg&index=91,"E44: USA's Afghanistan embarrassment, China's new algo laws, future of robots + Italy recap!",https://i.ytimg.com/vi/-Cyu00cyw60/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxh11AruNuL5PO1clgXM93CeWhww
79,"E43: Innovative venture strategies, Zymergen's implosion, Square acquires Afterpay & more",43.0,https://www.youtube.com/watch?v=zpgugh3r9s8&list=UUESLZhusAkFfsNsApnjF_Cg&index=92,"E43: Innovative venture strategies, Zymergen's implosion, Square acquires Afterpay & more",https://i.ytimg.com/vi/zpgugh3r9s8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC9eGyos5BmkGncZdS7s_apcfGqQg
80,"E42: China's tech crackdown, CRISPR breakthrough, practical climate change solutions & more",42.0,https://www.youtube.com/watch?v=fwloQFAwhPk&list=UUESLZhusAkFfsNsApnjF_Cg&index=93,"E42: China's tech crackdown, CRISPR breakthrough, practical climate change solutions & more",https://i.ytimg.com/vi/fwloQFAwhPk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB3SHO3ikD1m4yM1anfAf-lfJidnw
81,"E41: Vaccine policy, Big Tech, DeepMind's latest breakthrough, wealth creation, opportunity & more",41.0,https://www.youtube.com/watch?v=FAtPReTswZo&list=UUESLZhusAkFfsNsApnjF_Cg&index=94,"E41: Vaccine policy, Big Tech, DeepMind's latest breakthrough, wealth creation, opportunity & more",https://i.ytimg.com/vi/FAtPReTswZo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANp7oqqfyYvxPVLdr01QPcHL4pYg
82,"E40: A Bestie gets COVID, Delta breakthrough, Billionaire Space Race & more",40.0,https://www.youtube.com/watch?v=pDI3IBMl4DY&list=UUESLZhusAkFfsNsApnjF_Cg&index=95,"E40: A Bestie gets COVID, Delta breakthrough, Billionaire Space Race & more",https://i.ytimg.com/vi/pDI3IBMl4DY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDPgoQqQu1bnu4ccE883ocznFUWeg
83,"E39: West coast super drought & climate crisis, Nuclear virtue signaling, chaos in SF & more",39.0,https://www.youtube.com/watch?v=FNhcA9MpPIU&list=UUESLZhusAkFfsNsApnjF_Cg&index=96,"E39: West coast super drought & climate crisis, Nuclear virtue signaling, chaos in SF & more",https://i.ytimg.com/vi/FNhcA9MpPIU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCke9eAIrHOEioEmi6sYjRKfBpgiQ
84,"E38: Bestie brawl, Robinhood's $70M fine & S-1, Delta variant, next gen candidates & more",38.0,https://www.youtube.com/watch?v=hNImocKCMvE&list=UUESLZhusAkFfsNsApnjF_Cg&index=97,"E38: Bestie brawl, Robinhood's $70M fine & S-1, Delta variant, next gen candidates & more",https://i.ytimg.com/vi/hNImocKCMvE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClo3vxJ5DuuHsViiXSqWAzcMfBIQ
85,"E37: NYC rejects far-left candidates, new developments in lab leak theory, App Store breakup & more",37.0,https://www.youtube.com/watch?v=0IxDrBUR_2g&list=UUESLZhusAkFfsNsApnjF_Cg&index=99,"E37: NYC rejects far-left candidates, new developments in lab leak theory, App Store breakup & more",https://i.ytimg.com/vi/0IxDrBUR_2g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBAVwaJLXBxWVhEWqn_baugEE-PDA
86,"E36: New FTC Chair, breaking up big tech, government silent spying, Jon Stewart, wildfires & more",36.0,https://www.youtube.com/watch?v=6uUkIUgX1NY&list=UUESLZhusAkFfsNsApnjF_Cg&index=100,"E36: New FTC Chair, breaking up big tech, government silent spying, Jon Stewart, wildfires & more",https://i.ytimg.com/vi/6uUkIUgX1NY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFTyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCP9AXwe-NqIlgT5_xSG8L8b3CfLA
87,"E35: Biogen's controversial Alzheimer's drug approval, the billionaire space race, Bitcoin & more",35.0,https://www.youtube.com/watch?v=eSB93bkB4NQ&list=UUESLZhusAkFfsNsApnjF_Cg&index=101,"E35: Biogen's controversial Alzheimer's drug approval, the billionaire space race, Bitcoin & more",https://i.ytimg.com/vi/eSB93bkB4NQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD3ZQqZhjWT6OafeftkNMZTI6hXqQ
88,"E34: Wuhan lab leak theory, India's traceability law, Coinbase fact check, Big Tech takes Hollywood",34.0,https://www.youtube.com/watch?v=eoZG89pDzzY&list=UUESLZhusAkFfsNsApnjF_Cg&index=102,"E34: Wuhan lab leak theory, India's traceability law, Coinbase fact check, Big Tech takes Hollywood",https://i.ytimg.com/vi/eoZG89pDzzY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBINZvAej7ckwJkkt-Lu8VHv5pr8Q
89,"E33: Apple’s hypocrisy, America fails math, crypto’s regulatory correction, Clubhouse, UFOs & more",33.0,https://www.youtube.com/watch?v=eRZJ_ObyRE4&list=UUESLZhusAkFfsNsApnjF_Cg&index=103,"E33: Apple’s hypocrisy, America fails math, crypto’s regulatory correction, Clubhouse, UFOs & more",https://i.ytimg.com/vi/eRZJ_ObyRE4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD19a4bQCuDjNig-t_Z5Fv5hzfyrw
90,"E32: Behind the scenes of Elon hosting SNL, CDC failures, America's real-time UBI experiment & more",32.0,https://www.youtube.com/watch?v=GE0iWGNXKXw&list=UUESLZhusAkFfsNsApnjF_Cg&index=104,"E32: Behind the scenes of Elon hosting SNL, CDC failures, America's real-time UBI experiment & more",https://i.ytimg.com/vi/GE0iWGNXKXw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA-imQoeN_W-ygQ9pMKtm8XLljAww
91,"E31: Post-vaccination virtue signaling, pandemic lessons, immigration, Caitlyn Jenner for CA & more",31.0,https://www.youtube.com/watch?v=wLS3osXJY54&list=UUESLZhusAkFfsNsApnjF_Cg&index=105,"E31: Post-vaccination virtue signaling, pandemic lessons, immigration, Caitlyn Jenner for CA & more",https://i.ytimg.com/vi/wLS3osXJY54/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDa5l9RuvP-AIiRqKTTiQ6EZC_1Ww
92,"E30: Ramifications of Biden's proposed capital gains tax hike, founder psychology & more",30.0,https://www.youtube.com/watch?v=nXBE1vWbGkk&list=UUESLZhusAkFfsNsApnjF_Cg&index=106,"E30: Ramifications of Biden's proposed capital gains tax hike, founder psychology & more",https://i.ytimg.com/vi/nXBE1vWbGkk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaEd9UJd1LlH0-mUYYXLVlZk-pOg
93,"E29: Coinbase goes public, direct listings vs. IPOs, unions & more with Bestie Guestie Brad Gerstner",29.0,https://www.youtube.com/watch?v=jaU1P5-pzLU&list=UUESLZhusAkFfsNsApnjF_Cg&index=107,"E29: Coinbase goes public, direct listings vs. IPOs, unions & more with Bestie Guestie Brad Gerstner",https://i.ytimg.com/vi/jaU1P5-pzLU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDulQsu7I0Aiqdh4pvNntYfw2zrYw
94,"E28: Current state of public & private markets, Archegos debacle, US debt issues, wealth tax & more",28.0,https://www.youtube.com/watch?v=uPwvZZkrJ90&list=UUESLZhusAkFfsNsApnjF_Cg&index=108,"E28: Current state of public & private markets, Archegos debacle, US debt issues, wealth tax & more",https://i.ytimg.com/vi/uPwvZZkrJ90/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBc_NoPVKmKXaND33am8UjEecbBnA
95,"E27: The Great Inflation Debate, Amazon gets spicy on Twitter, rethinking supply chains & more",27.0,https://www.youtube.com/watch?v=c6Rz8lzYPBQ&list=UUESLZhusAkFfsNsApnjF_Cg&index=109,"E27: The Great Inflation Debate, Amazon gets spicy on Twitter, rethinking supply chains & more",https://i.ytimg.com/vi/c6Rz8lzYPBQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3xMJO2lVT7Ki-NSTnDnmsi6nXvQ
96,"E26: State of Venture Capital, plus fan questions on longevity, decentralization & quantum computing",26.0,https://www.youtube.com/watch?v=hEVLyPwJAZQ&list=UUESLZhusAkFfsNsApnjF_Cg&index=110,"E26: State of Venture Capital, plus fan questions on longevity, decentralization & quantum computing",https://i.ytimg.com/vi/hEVLyPwJAZQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBLo3OvfzXoSZfNgXU0SAoXRAbIEA
97,"E25: Biden's vaccine mandate, ""equity"" in distribution, NFT speculation, impact of inflation & more",25.0,https://www.youtube.com/watch?v=Vrx8d_TIrz0&list=UUESLZhusAkFfsNsApnjF_Cg&index=111,"E25: Biden's vaccine mandate, ""equity"" in distribution, NFT speculation, impact of inflation & more",https://i.ytimg.com/vi/Vrx8d_TIrz0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAQqleFcLnyfshRJvV_JD9ZNvp_TA
98,"E24: Markets trend down, political pandemic manipulation, stimulus breakdown, biological Patriot Act",24.0,https://www.youtube.com/watch?v=6ICMLjL7WLo&list=UUESLZhusAkFfsNsApnjF_Cg&index=112,"E24: Markets trend down, political pandemic manipulation, stimulus breakdown, biological Patriot Act",https://i.ytimg.com/vi/6ICMLjL7WLo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDpimehEU0ayDPQEQV7F--ffeTKNQ
99,"E23: Radical DAs, breaking down FB/Google vs. Australia, sustained fear post-vaccine & fan questions",23.0,https://www.youtube.com/watch?v=MvO9q0-SW3I&list=UUESLZhusAkFfsNsApnjF_Cg&index=113,"E23: Radical DAs, breaking down FB/Google vs. Australia, sustained fear post-vaccine & fan questions",https://i.ytimg.com/vi/MvO9q0-SW3I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLByRCrbZw_1No4yGglNvnzwfAGaOQ
100,E22: Reflecting on the Robinhood situation with Bestie Guestie Vlad Tenev,22.0,https://www.youtube.com/watch?v=HopEdff0RCU&list=UUESLZhusAkFfsNsApnjF_Cg&index=114,E22: Reflecting on the Robinhood situation with Bestie Guestie Vlad Tenev,https://i.ytimg.com/vi/HopEdff0RCU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAW0jw8apQsgJ9PVpwA-zAKoAunfg
101,"E21: Media misalignment, subjects controlling narratives & more with bestie guestie Draymond Green",21.0,https://www.youtube.com/watch?v=32ZD39tiKgc&list=UUESLZhusAkFfsNsApnjF_Cg&index=115,"E21: Media misalignment, subjects controlling narratives & more with bestie guestie Draymond Green",https://i.ytimg.com/vi/32ZD39tiKgc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfcEOeDKo43c9qBOJJPKuP5K6JfQ
102,"E20: Robinhood wrap up, Insiders vs. Outsiders, California's failing report card & how to fix it",20.0,https://www.youtube.com/watch?v=XHZl59B6Rc8&list=UUESLZhusAkFfsNsApnjF_Cg&index=117,"E20: Robinhood wrap up, Insiders vs. Outsiders, California's failing report card & how to fix it",https://i.ytimg.com/vi/XHZl59B6Rc8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDPe4a4eptAed0Pfjr7wkkPjlx-0w
103,E19: Robinhood's GameStop decision: Why did it happen and how can it be prevented in the future?,19.0,https://www.youtube.com/watch?v=rWEPSKkkdKQ&list=UUESLZhusAkFfsNsApnjF_Cg&index=122,E19: Robinhood's GameStop decision: Why did it happen and how can it be prevented in the future?,https://i.ytimg.com/vi/rWEPSKkkdKQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDda0uReGcNZN4HUB_8W91WXg5i2Q
104,"E18: Inauguration talk, breaking down the $1.9T stimulus, the case for recalling Gavin Newsom & more",18.0,https://www.youtube.com/watch?v=3LrskYD_6Vk&list=UUESLZhusAkFfsNsApnjF_Cg&index=123,"E18: Inauguration talk, breaking down the $1.9T stimulus, the case for recalling Gavin Newsom & more",https://i.ytimg.com/vi/3LrskYD_6Vk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZd4dOOnTw5wsq-paSXT1QbIqmHA
105,"E17: Big Tech bans Trump, ramifications for the First Amendment & the open Internet",17.0,https://www.youtube.com/watch?v=-3mIJvwcPrw&list=UUESLZhusAkFfsNsApnjF_Cg&index=125,"E17: Big Tech bans Trump, ramifications for the First Amendment & the open Internet",https://i.ytimg.com/vi/-3mIJvwcPrw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDaL39c20dOKqBY8NZP3EVpC5dwgQ
106,"E16: Reflecting on the riots at the US Capitol, plus: Georgia runoffs, vaccine distribution & more",16.0,https://www.youtube.com/watch?v=7JtAp_jr2dk&list=UUESLZhusAkFfsNsApnjF_Cg&index=127,"E16: Reflecting on the riots at the US Capitol, plus: Georgia runoffs, vaccine distribution & more",https://i.ytimg.com/vi/7JtAp_jr2dk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAUnqWbMZowNkF287Dz9JYxqXqLvQ
